"BUILDING_NAME_ENG","BUILDING_ID","DISTRICT_CODE","SBBS_COVERAGE","FTTO_COVERAGE","BDEL_COVERAGE","HKBN_WTT_COVERAGE"
"","42315904",210,"N","Y","N","Y"
"40-47 WING LUNG HSE","52604102",211,"N","Y","N","N"
"","83107701",33,"N","N","N","N"
"","62415402",217,"N","N","N","N"
"","26400102",2,"N","N","N","N"
"","11248501",103,"N","N","N","N"
"","14310101",127,"N","N","N","N"
"","29807201",29,"N","Y","N","N"
"","13223802",108,"N","N","N","N"
"796 CHEUNG SHA WAN ROAD","00019788",1,"N","Y","N","N"
"CHINACHEM CENTURY TOWER","00019792",106,"Y","N","Y","Y"
"CHINACHEM EXCHANGE SQUARE","00019793",113,"Y","N","Y","Y"
"CHINACHEM HOLLYWOOD CENTRE","00019794",105,"Y","N","Y","Y"
"CHINACHEM JOHNSTON PLAZA","00019795",106,"Y","N","Y","Y"
"CHINACHEM LEIGHTON PLAZA","00019796",108,"Y","N","Y","Y"
"CHINACHEM TOWER","00019797",105,"Y","N","Y","Y"
"TWO CHINACHEM PLAZA","00019799",104,"Y","N","Y","Y"
"CHINAWEAL CENTRE","00019800",106,"Y","Y","Y","Y"
"","00019803",105,"N","N","N","Y"
"CHING CHEONG INDUSTRIAL BUILDING","00019806",201,"Y","N","Y","Y"
"","00019813",210,"N","N","N","Y"
"ALEXANDRA HOUSE","00019814",105,"Y","Y","Y","Y"
"BLOCK A, ALEXANDRA INDUSTRIAL BUILDING","00019815",1,"Y","N","Y","Y"
"","22237901",8,"N","N","N","Y"
"","22238301",8,"N","N","N","Y"
"","26721501",2,"N","N","N","Y"
"","26721701",6,"N","N","N","Y"
"","26721801",6,"N","N","N","Y"
"","26722001",6,"N","N","N","Y"
"","22123701",7,"N","N","N","Y"
"","22124101",7,"N","N","N","Y"
"","00019731",116,"N","N","N","Y"
"100 QUEEN'S ROAD CENTRAL (100QRC)","00019744",105,"Y","N","Y","Y"
"","00019745",10,"N","N","N","Y"
"","00019758",26,"N","N","N","Y"
"AON CHINA BUILDING","00019764",105,"Y","N","Y","Y"
"","22233801",8,"N","N","N","Y"
"","22124201",7,"N","N","N","Y"
"","22234101",8,"N","N","N","Y"
"","22234201",8,"N","N","N","Y"
"","22234501",8,"N","N","N","Y"
"","22181801",7,"N","N","N","Y"
"","22235701",8,"N","N","N","Y"
"CHEUNG FAT INDUSTRIAL BUILDING","00019654",102,"N","Y","Y","Y"
"","00019661",105,"N","N","N","Y"
"","00019665",26,"N","N","N","Y"
"CHEUNG HING SHING CENTRE","00019666",202,"Y","N","Y","Y"
"","00019679",6,"N","N","N","Y"
"CHEUNG LEE INDUSTRIAL BUILDING","00019681",116,"Y","N","Y","Y"
"CHEUNG LUNG INDUSTRIAL BUILDING","00019687",1,"N","Y","N","Y"
"CHEUNG TAT CENTRE","00019696",116,"Y","N","Y","Y"
"","00019700",113,"N","N","N","Y"
"","22123001",7,"N","N","N","Y"
"","28112001",21,"N","N","N","Y"
"","22232001",8,"N","N","N","Y"
"","22232301",8,"N","N","N","Y"
"","00019702",201,"N","N","N","Y"
"","00019703",116,"N","N","N","Y"
"CHEONG K BUILDING","00019591",105,"Y","N","Y","Y"
"CHEONG SUN TOWER","00019609",104,"Y","Y","Y","Y"
"CHEONG TAI BUILDING","00019611",8,"Y","N","N","Y"
"CHEONG TAI COMMERCIAL BUILDING","00019612",105,"Y","N","Y","Y"
"CAPITOL PLAZA","00019615",104,"N","Y","Y","N"
"CHEONG WEI INDUSTRIAL BUILDING","00019625",116,"N","Y","Y","Y"
"CHEUK NANG CENTRE","00019640",10,"Y","N","Y","Y"
"","22183004",7,"N","N","N","Y"
"","22183005",7,"N","N","N","Y"
"","22180020",8,"N","N","N","Y"
"","26621901",6,"N","N","N","Y"
"","22230001",8,"N","N","N","Y"
"","26721201",6,"N","N","N","Y"
"","22173801",7,"N","N","N","Y"
"","22180028",8,"N","N","N","Y"
"","22230301",8,"N","N","N","Y"
"","22180029",8,"N","N","N","Y"
"","22180030",8,"N","N","N","Y"
"","22180034",8,"N","N","N","Y"
"","22230401",8,"N","N","N","Y"
"","22180035",8,"N","N","N","Y"
"","00019529",11,"N","N","N","Y"
"CHE WAH INDUSTRIAL BUILDING","00019536",201,"Y","N","Y","Y"
"CHEERFUL COMMERCIAL BUILDING","00019550",11,"Y","N","Y","Y"
"","00019558",106,"N","N","N","Y"
"CHEKIANG FIRST BANK CENTRE","00019559",105,"Y","Y","Y","Y"
"CHEN YIP INDUSTRIAL BUILDING","00019562",26,"N","Y","N","Y"
"CHOW SHING KEE COMMERCIAL BUILDING","22172901",7,"N","Y","N","N"
"","22173201",7,"N","N","N","Y"
"","22173301",7,"N","N","N","Y"
"","00019580",9,"N","N","N","Y"
"CHUNG WAI COMM BLDG","00000249",108,"Y","N","Y","Y"
"CHUNG WO COMMERCIAL CENTRE","00000250",9,"Y","N","N","Y"
"CHUNG YING BUILDING","00000254",104,"N","Y","N","Y"
"CIGNA TOWER","00000261",108,"N","Y","Y","Y"
"NEICH TOWER","00000263",106,"N","Y","Y","Y"
"","00000266",108,"N","N","N","Y"
"CIRCLE TOWER","00000267",106,"N","N","Y","Y"
"CENTURY CENTRE","00019481",26,"Y","Y","Y","Y"
"CENTURY SQUARE","00019486",105,"Y","Y","N","Y"
"BLOCK A, CHAI WAN INDUSTRIAL CENTRE","00019489",116,"Y","Y","Y","Y"
"CHAMPION BUILDING","00019494",9,"N","Y","Y","Y"
"CHAO'S INDUSTRIAL BUILDING","00019511",210,"Y","N","Y","Y"
"","28409201",20,"N","N","N","Y"
"","22180013",8,"N","N","N","Y"
"","22180016",8,"N","N","N","Y"
"","22182909",7,"N","N","N","Y"
"","22124001",7,"N","N","N","Y"
"","26721101",6,"N","N","N","Y"
"CHARM CENTRE","00019516",1,"Y","Y","Y","Y"
"CHARMAY CENTRE","00019518",201,"N","N","N","Y"
"","00019519",10,"N","N","N","Y"
"CHUN WO COMMERCIAL CENTRE","00000206",104,"Y","N","Y","Y"
"CHUNG HING COMMERCIAL BUILDING","00000222",105,"Y","N","Y","Y"
"CHUNG KIU COMMERCIAL BUILDING","00000228",8,"N","Y","N","Y"
"BLOCK A, CHUNG MEI CENTRE","00000232",26,"Y","N","Y","Y"
"","24222801",13,"N","N","N","Y"
"","22182465",6,"N","N","N","Y"
"","22912201",8,"N","N","N","Y"
"","22912601",8,"N","N","N","Y"
"","22229901",8,"N","N","N","Y"
"","22123501",7,"N","N","N","Y"
"","32712001",201,"N","N","N","Y"
"","22172301",8,"N","N","N","Y"
"","22172401",7,"N","N","N","Y"
"CHUNG PONT COMM BLDG","00000241",106,"Y","N","Y","Y"
"CHUNG SHUN KNITTING CENTRE","00000246",201,"Y","N","N","Y"
"CHONG HING SQUARE","00000136",9,"Y","N","Y","Y"
"CHOU CHONG COMMERCIAL BUILDING","00000147",2,"N","Y","N","Y"
"CHOW TAI FOOK CENTRE","00000150",8,"N","N","Y","Y"
"","00000163",201,"N","N","N","Y"
"CHUAN YUAN FACTORY BUILDING","00000164",26,"Y","N","Y","Y"
"","00000167",11,"N","N","N","Y"
"CHUANG'S TOWER","00000168",105,"N","Y","N","Y"
"","22182414",6,"N","N","N","Y"
"","22182415",6,"N","N","N","Y"
"","22182416",6,"N","N","N","Y"
"","22182418",6,"N","N","N","Y"
"","22182420",6,"N","N","N","Y"
"ALLIANCE BUILDING","00000070",104,"N","Y","Y","Y"
"ALLIED KAJIMA BUILDING","00000073",106,"N","Y","Y","Y"
"","00000074",108,"N","N","N","Y"
"ALPHA HOUSE","00000076",10,"N","N","Y","Y"
"BLOCK 1, AMOYCAN INDUSTRIAL CENTRE","00000089",25,"N","Y","N","Y"
"DEMOLISHED_ANANDA TOWER","00000094",104,"N","N","N","N"
"CHIAP LUEN IND BLDG","00000104",201,"Y","N","Y","Y"
"","00000105",201,"N","N","N","Y"
"CHIT LEE COMMERCIAL BUILDING","00000107",114,"N","Y","N","Y"
"","22182448",6,"N","N","N","Y"
"","22182450",6,"N","N","N","Y"
"","22182452",6,"N","N","N","Y"
"","22182454",6,"N","N","N","Y"
"","22171501",8,"N","N","N","Y"
"","26721001",6,"N","N","N","Y"
"","16128001",115,"N","N","N","Y"
"","22172001",7,"N","N","N","Y"
"","00000124",105,"N","N","N","Y"
"PROVIDENCE PEAK TWR 6","75314005",219,"N","N","N","N"
"PROVIDENCE PEAK TWR 16","75314013",219,"N","N","N","N"
"PROVIDENCE PEAK HSE 1","75314014",219,"N","N","N","N"
"PROVIDENCE PEAK TWR 9","75314008",219,"N","N","N","N"
"PROVIDENCE PEAK TWR 10","75314009",219,"N","N","N","N"
"PROVIDENCE PEAK TWR 12","75314011",219,"N","N","N","N"
"PROVIDENCE PEAK TWR 15","75314012",219,"N","N","N","N"
"PROVIDENCE PEAK TWR 11","75314010",219,"N","N","N","N"
"PROVIDENCE PEAK TWR 2","75314002",219,"N","N","N","N"
"PROVIDENCE PEAK TWR 3","75314003",219,"N","N","N","N"
"PROVIDENCE PEAK TWR 5","75314004",219,"N","N","N","N"
"PROVIDENCE PEAK HSE 11","75314023",219,"N","N","N","N"
"PROVIDENCE PEAK HSE 12","75314024",219,"N","N","N","N"
"PROVIDENCE PEAK HSE 5","75314017",219,"N","N","N","N"
"PROVIDENCE PEAK TWR 7","75314006",219,"N","N","N","N"
"PROVIDENCE PEAK HSE 6","75314018",219,"N","N","N","N"
"PROVIDENCE PEAK HSE 7","75314019",219,"N","N","N","N"
"PROVIDENCE PEAK HSE 8","75314020",219,"N","N","N","N"
"PROVIDENCE PEAK HSE 9","75314021",219,"N","N","N","N"
"PROVIDENCE PEAK HSE 10","75314022",219,"N","N","N","N"
"PROVIDENCE PEAK HSE 2","75314015",219,"N","N","N","N"
"PROVIDENCE PEAK HSE 3","75314016",219,"N","N","N","N"
"PROVIDENCE PEAK TWR 1","75314001",219,"N","N","N","N"
"PROVIDENCE PEAK TWR 8","75314007",219,"N","N","N","N"
"CHOI LOK HOUSE","29103801",35,"N","Y","N","Y"
"CHOI SIN HOUSE","29103802",35,"N","Y","N","Y"
"NARCISSUS HOUSE","24601004",13,"N","Y","N","Y"
"1-3 MOUNT STERLING MALL","26000988",1,"N","Y","N","Y"
"","42202910",210,"N","Y","N","Y"
"","19103806",122,"N","N","N","N"
"35D DEEP WATER BAY RD","19103804",122,"N","N","N","N"
"DEEP WATER BAY RD HSE B","19103802",122,"N","N","N","N"
"35E DEEP WATER BAY RD","19103805",122,"N","N","N","N"
"35A DEEP WATER BAY RD","19103801",122,"N","N","N","N"
"","52200339",211,"N","N","N","N"
"35C DEEP WATER BAY RD","19103803",122,"N","N","N","N"
"CAPE MANSS","17109302",101,"N","N","N","N"
"CASA PARADIZO HSE E5","54300306",211,"N","N","N","N"
"","42503105",210,"N","Y","N","Y"
"PRINCE RITZ","28519001",16,"N","N","N","N"
"","97102802",315,"N","N","N","N"
"HOUSE 220","72805222",219,"N","Y","N","N"
"","19107416",121,"N","N","N","N"
"","75504101",222,"N","Y","N","Y"
"ASIA PACIFIC CENTRE","00000007",105,"Y","Y","Y","Y"
"88 COMMERCIAL BUILDING","00000010",105,"Y","Y","Y","Y"
"88 LOCKHART RD ","00000011",106,"N","Y","Y","Y"
"9 WING HONG ST","00000013",2,"Y","Y","Y","Y"
"WATSONS WATER CENTRE","00000015",219,"N","Y","Y","N"
"ABERDEEN CTR SHOPPING ARCADE","00000021",124,"N","N","N","N"
"ACADEMIC BUILDING, HKUST","00000030",37,"N","N","Y","Y"
"ACRO INDUSTRIAL BUILDING","00000034",13,"Y","N","Y","Y"
"ADMIRALTY CENTRE (SHOPPING ARCADE)","00000037",105,"N","Y","Y","Y"
"AIA TOWER","00000046",108,"Y","Y","Y","Y"
"","00000047",105,"N","N","N","Y"
"","00000049",113,"N","N","N","Y"
"","11422801",104,"N","N","N","Y"
"","75606701",222,"N","Y","N","Y"
"MEI YUE HOUSE","26303901",3,"N","Y","N","Y"
"KUI ON HOUSE","29408406",26,"N","Y","N","Y"
"","54200523",211,"N","N","N","N"
"","83602904",32,"N","Y","N","Y"
"","42503101",210,"N","Y","N","Y"
"","54100405",211,"N","N","N","N"
"","72207001",219,"N","N","N","N"
"","62900102",217,"N","N","N","N"
"","83103506",33,"N","N","N","N"
"","63401008",218,"N","N","N","N"
"80 BROADWAY","26000953",1,"N","Y","N","Y"
"86 BROADWAY","26003138",1,"N","Y","N","Y"
"","22171601",7,"N","N","N","Y"
"","22182433",6,"N","N","N","Y"
"","00000051",26,"N","N","N","Y"
"KOLOUR TSUEN WAN I","00000279",202,"Y","Y","Y","Y"
"FORTUNE CITY ONE PLUS (NGAN SHING COMMERCIAL PLAZA)","00000281",222,"N","Y","N","N"
"CITY PLAZA 3","00000282",113,"N","N","Y","Y"
"CITY PLAZA 4","00000283",113,"N","Y","Y","Y"
"CITY PLAZA 1","00000284",113,"N","N","Y","Y"
"CITY PLAZA 2","00000285",113,"N","N","Y","Y"
"CITYLINK PLAZA","00000286",222,"N","Y","N","Y"
"CIVIC COMMERCIAL BUILDING","00000287",9,"Y","N","Y","Y"
"","00000288",12,"N","N","N","Y"
"CLI BUILDING","00000297",106,"Y","Y","Y","Y"
"","00000310",106,"N","N","N","Y"
"CNT COMMERCIAL BUILDING","00000311",104,"Y","N","Y","Y"
"CNT HOUSE","00000313",106,"N","Y","N","Y"
"CNT TOWER","00000314",106,"Y","N","Y","Y"
"COASIA BUILDING","00000315",106,"N","Y","Y","N"
"","00000319",127,"N","Y","N","N"
"","00000320",108,"N","N","N","Y"
"","26717401",6,"N","N","N","Y"
"","26717701",6,"N","N","N","Y"
"","26718401",6,"N","N","N","Y"
"22 YEE WO ST","00000001",108,"N","Y","Y","Y"
"SOUNDWILL PLAZA","00000003",106,"N","Y","Y","Y"
"CONIC INVESTMENT BUILDING","00000353",11,"Y","Y","Y","N"
"CONNAUGHT COMMERCIAL BUILDING","00000354",106,"Y","N","Y","Y"
"","00000361",106,"N","N","N","Y"
"CORNELL CENTRE","00000374",116,"Y","N","Y","Y"
"CORNWALL HOUSE","00000376",113,"N","N","N","Y"
"CORPORATION PARK","00000380",222,"Y","Y","Y","Y"
"CORPORATION SQUARE","00000381",35,"Y","Y","Y","Y"
"HIGH BLOCK, COSCO TOWER","00000382",105,"N","Y","Y","Y"
"","00000384",105,"N","N","N","N"
"","00000392",105,"N","N","N","Y"
"","22170901",7,"N","N","N","Y"
"","22181601",8,"N","N","N","Y"
"","28111801",21,"N","N","N","Y"
"","22171201",8,"N","N","N","Y"
"CRAWFORD TOWER","00000403",104,"N","Y","N","Y"
"","00000268",105,"N","N","N","Y"
"CHAMPION TOWER","00000269",105,"Y","N","Y","Y"
"CITICORP CENTRE","00000271",112,"Y","N","Y","Y"
"","00000273",211,"N","N","N","N"
"CITIMARK","00000274",222,"Y","Y","Y","Y"
"","00000278",105,"N","N","N","Y"
"","00000430",35,"N","N","Y","N"
"EVERBRIGHT CTR","00000432",106,"N","Y","Y","Y"
"","00000433",105,"N","N","N","Y"
"DAVID HOUSE","00000447",9,"Y","N","N","Y"
"BERKSHIRE HOUSE","00000451",113,"N","Y","Y","Y"
"DECCA INDUSTRIAL CENTRE","00000453",116,"Y","Y","Y","Y"
"DES VOEUX COMMERCIAL CENTRE","00000462",105,"N","Y","N","Y"
"","22911701",8,"N","N","N","Y"
"COMMERCIAL HOUSE","00000337",105,"Y","N","N","Y"
"GREENFIELD TOWER CONCORDIA PLAZA","00000348",10,"Y","Y","Y","Y"
"","00000507",10,"N","N","N","Y"
"DRAGON INDUSTRIAL BUILDING","00000508",2,"Y","N","Y","Y"
"","00000515",105,"N","N","N","Y"
"","00000533",106,"N","N","N","Y"
"","00000534",105,"N","N","N","Y"
"OFFICEPLUS@WANCHAI","00000405",106,"Y","Y","Y","Y"
"MAGNOLIA HOUSE","24601003",13,"N","Y","N","Y"
"","22169601",7,"N","N","N","Y"
"","22229401",8,"N","N","N","Y"
"","22229501",8,"N","N","N","Y"
"","26716701",2,"N","N","N","Y"
"","26716801",6,"N","N","N","Y"
"","00000409",104,"N","N","N","Y"
"DEMOLISHED_CROCODILE HSE","00000410",104,"N","N","N","Y"
"FORTIS CENTRE","00000414",113,"N","Y","Y","Y"
"CTMA CENTRE","00000420",8,"N","N","Y","Y"
"","00000581",115,"N","N","N","Y"
"EASTWOOD CENTRE","00000582",115,"N","Y","Y","Y"
"EDWICK INDUSTRIAL CENTRE","00000603",201,"Y","N","Y","Y"
"EFFECTUAL BUILDING","00000604",106,"N","Y","Y","Y"
"EFFORT INDUSTRIAL BUILDING","00000606",201,"Y","N","Y","Y"
"EIB TOWER","00000607",106,"N","Y","Y","Y"
"DINA HOUSE","00000473",105,"N","Y","Y","Y"
"","22166601",7,"N","N","N","Y"
"","22167201",7,"N","N","N","Y"
"","22167401",8,"N","N","N","Y"
"","22167601",7,"N","N","N","Y"
"","22168001",8,"N","N","N","Y"
"","22168101",8,"N","N","N","Y"
"","16127901",115,"N","N","N","Y"
"","22168201",7,"N","N","N","Y"
"","22169201",7,"N","N","N","Y"
"DOMINION CENTRE","00000482",106,"Y","N","Y","Y"
"DORMIND INDUSTRIAL BUILDING","00000489",218,"Y","N","Y","N"
"","00000491",105,"N","N","N","Y"
"DOUBLE SET COMMERCIAL CENTRE","00000493",9,"N","Y","N","Y"
"DRAGON CENTRE","00000501",6,"N","Y","N","Y"
"EMPIRE CENTRE","00000654",10,"N","Y","Y","Y"
"DEMOLISHED_EMPIRE LAND COMMERCIAL CENTRE","00000656",106,"N","N","N","Y"
"ENTERPRISE BUILDING","00000660",104,"N","Y","Y","Y"
"ENTERPRISE CTR","00000661",10,"N","N","N","N"
"ENTERPRISE SQ","00000662",35,"Y","N","Y","Y"
"ENTERTAINMENT BUILDING","00000663",105,"Y","N","N","Y"
"E TAT FACTORY BUILDING","00000546",122,"N","Y","N","Y"
"","22164501",7,"N","N","N","Y"
"","22164601",7,"N","N","N","Y"
"","22164701",7,"N","N","N","Y"
"","26716301",7,"N","N","N","Y"
"","22165101",7,"N","N","N","Y"
"","00000552",106,"N","Y","N","N"
"FWD FINANCIAL CENTRE","00000553",104,"Y","Y","Y","Y"
"EAST OCEAN CENTRE","00000559",42,"Y","N","Y","Y"
"EAST POINT CTR - OLD WING (SOGO)","00000560",108,"Y","Y","Y","Y"
"EAST SUN INDUSTRIAL CENTRE (FT A-H)","00000561",26,"N","Y","Y","Y"
"EASTERN CENTRAL PLAZA","00000566",115,"Y","N","Y","Y"
"EASTERN COMMERCIAL CENTRE","00000567",108,"Y","N","Y","Y"
"EASTERN COMMERCIAL CENTRE","00000568",115,"Y","N","Y","Y"
"EASTERN CENTRE","00000569",113,"Y","N","Y","Y"
"EASTERN HARBOUR CENTRE","00000571",112,"Y","N","Y","Y"
"","00000572",26,"N","N","N","Y"
"","00000731",105,"N","N","N","Y"
"8 COMMERCIAL TOWER","00000608",116,"Y","Y","Y","Y"
"ELDEX INDUSTRIAL BUILDING","00000612",11,"N","Y","Y","Y"
"HKE HEADOFFICE","00000613",127,"Y","N","Y","N"
"","22162301",8,"N","N","N","Y"
"SUN HING STEEL FUNITURE COMMERCIAL BUILDING","22104701",7,"Y","N","Y","Y"
"","26715001",6,"N","N","N","Y"
"ADMIRALTY CENTRE TOWER 1","00090386",105,"Y","N","Y","Y"
"","22163101",8,"N","N","N","Y"
"","22163201",7,"N","N","N","Y"
"","26715501",3,"N","N","N","Y"
"","26715701",6,"N","N","N","Y"
"","00000628",105,"N","N","N","Y"
"","00000631",26,"N","N","N","Y"
"ELITE INDUSTRIAL CENTRE","00000632",2,"Y","N","Y","Y"
"","00000636",108,"N","N","N","Y"
"ELTEE BUILDING","00000640",116,"N","N","Y","N"
"EMPEROR GROUP CENTRE","00000647",106,"Y","N","Y","Y"
"","00000650",105,"N","N","N","Y"
"","00000802",106,"N","N","N","Y"
"FEDERAL CENTRE","00000803",116,"Y","N","Y","Y"
"FESTIVAL WALK","00000814",17,"N","Y","Y","Y"
"ETON TOWER","00000679",108,"N","N","Y","Y"
"ETON BUILDING","00000680",104,"Y","Y","Y","Y"
"","44100303",210,"N","Y","N","Y"
"2-4 HUMBERT STREET","26000965",1,"N","Y","N","Y"
"EVER GAIN BUILDING","00000692",202,"Y","N","Y","Y"
"","22158401",8,"N","N","N","Y"
"","22158801",8,"N","N","N","Y"
"","22159201",8,"N","N","N","Y"
"","22160401",8,"N","N","N","Y"
"","22161001",8,"N","N","N","Y"
"","22161101",8,"N","N","N","Y"
"","22161201",8,"N","N","N","Y"
"","22161701",8,"N","N","N","Y"
"","22161801",8,"N","N","N","Y"
"EVERPROFIT COMMERCIAL BUILDING","00000719",104,"Y","N","Y","Y"
"EXCELLENTE COMMERCIAL HOUSE","00000727",108,"N","Y","N","Y"
"FOOK HING FACTORY BUILDING","00000880",116,"Y","N","Y","Y"
"FOOK HONG INDUSTRIAL BUILDING","00000883",35,"N","Y","Y","Y"
"FAIRMONT HOUSE","00000752",105,"N","Y","Y","Y"
"NORTH DISTRICT GOVERNMENT OFFICES","00000772",218,"N","N","Y","N"
"","22228101",8,"N","N","N","Y"
"","22157301",8,"N","N","N","Y"
"","22228201",8,"N","N","N","Y"
"","21116701",10,"N","N","N","Y"
"","22712501",8,"N","N","N","Y"
"","22712901",8,"N","N","N","Y"
"","22910801",8,"N","N","N","Y"
"","22157401",8,"N","N","N","Y"
"","22158201",8,"N","N","N","Y"
"FAR EAST CONSORTIUM BUILDING","00000776",104,"N","Y","Y","Y"
"","00000777",9,"N","N","N","Y"
"","00000780",211,"N","N","N","Y"
"FAR EAST FINANCE CENTRE","00000783",106,"Y","Y","Y","Y"
"FAVOR INDUSTRIAL CENTRE","00000800",201,"Y","N","Y","Y"
"FIRST COMMERCIAL BUILDING","00000824",108,"N","Y","N","Y"
"BEA HABOUR VIEW CTR","00000826",106,"Y","N","N","Y"
"","22225501",8,"N","N","N","Y"
"","22225601",8,"N","N","N","Y"
"","22225901",8,"N","N","N","Y"
"","22226601",8,"N","N","N","Y"
"","21116601",10,"N","N","N","Y"
"","26111001",2,"N","N","N","Y"
"","22227501",8,"N","N","N","Y"
"FO TAN INDUSTRIAL CENTRE","00000842",222,"Y","Y","Y","Y"
"","00000901",13,"N","N","N","Y"
"","13133401",106,"N","N","N","Y"
"","22223501",8,"N","N","N","Y"
"","26714901",7,"N","N","N","Y"
"","22224201",8,"N","N","N","Y"
"","22711101",8,"N","N","N","Y"
"","52415501",211,"N","N","N","Y"
"FOOK YIP INDUSTRIAL BUILDING","00000917",201,"Y","N","Y","Y"
"FORTRESS TOWER","00000937",112,"N","Y","Y","Y"
"FREDER CENTRE","00000981",14,"Y","Y","N","Y"
"","22155101",8,"N","N","N","Y"
"","22155201",8,"N","N","N","Y"
"","22156401",8,"N","N","N","Y"
"","22156601",8,"N","N","N","Y"
"","22156801",8,"N","N","N","Y"
"","26109901",2,"N","N","N","Y"
"","22157001",7,"N","N","N","Y"
"","22157101",8,"N","N","N","Y"
"","27118901",17,"N","N","N","Y"
"","22157201",7,"N","N","N","Y"
"FU FAI COMMERCIAL CENTRE","00000993",104,"Y","Y","Y","Y"
"FU HANG INDUSTRIAL BUILDING","00000997",11,"Y","Y","Y","Y"
"FU LEE COMMERCIAL BUILDING","00001014",9,"Y","N","Y","Y"
"","22152802",8,"N","N","N","Y"
"","22153101",8,"N","N","N","Y"
"","22153401",8,"N","N","N","Y"
"","22153701",8,"N","N","N","Y"
"BLOCK A, FORTUNE FACTORY BUILDING","00000956",116,"Y","N","Y","Y"
"","00000961",35,"N","N","N","Y"
"FULL WIN COMMERCIAL CENTRE","00001121",9,"N","Y","N","Y"
"FULLY INDUSTRIAL BUILDING","00001132",26,"N","Y","Y","Y"
"","22909801",8,"N","N","N","Y"
"","22910001",8,"N","N","N","Y"
"","22910102",8,"N","N","N","Y"
"","22152601",8,"N","N","N","Y"
"FUNG HOUSE","00001145",105,"Y","Y","Y","Y"
"102 PAK NGAN HEUNG","96202613",318,"N","Y","","N"
"","83705501",32,"N","N","N","N"
"KWAI LEUNG HOUSE","29424001",25,"N","Y","N","Y"
"HOUSE 77","72805677",219,"N","Y","N","N"
"HOUSE 78","72805678",219,"N","Y","N","N"
"HOUSE 8","72805608",219,"N","Y","N","N"
"HOUSE 79","72805679",219,"N","Y","N","N"
"HOUSE 80","72805680",219,"N","Y","N","N"
"HOUSE 81","72805681",219,"N","Y","N","N"
"HOUSE 82","72805682",219,"N","Y","N","N"
"HOUSE 85","72805685",219,"N","Y","N","N"
"HOUSE 86","72805686",219,"N","Y","N","N"
"HOUSE 87","72805687",219,"N","Y","N","N"
"HOUSE 88","72805688",219,"N","Y","N","N"
"HOUSE 89","72805689",219,"N","Y","N","N"
"HOUSE 9","72805609",219,"N","Y","N","N"
"HOUSE 90","72805690",219,"N","Y","N","N"
"HOUSE 91","72805691",219,"N","Y","N","N"
"HOUSE 92","72805692",219,"N","Y","N","N"
"HOUSE 93","72805693",219,"N","Y","N","N"
"HOUSE 95","72805695",219,"N","Y","N","N"
"HOUSE 96","72805696",219,"N","Y","N","N"
"HOUSE 98","72805698",219,"N","Y","N","N"
"HOUSE 99","72805699",219,"N","Y","N","N"
"HOUSE 1","72805801",219,"N","Y","N","N"
"HOUSE 10","72805810",219,"N","Y","N","N"
"HOUSE 11","72805811",219,"N","Y","N","N"
"HOUSE 12","72805812",219,"N","Y","N","N"
"","12205801",105,"N","Y","N","N"
"","44100302",210,"N","Y","N","Y"
"","44100308",210,"N","Y","N","Y"
"","44100307",210,"N","Y","N","Y"
"","44100309",210,"N","Y","N","Y"
"","75606702",222,"N","Y","N","Y"
"","15402803",112,"N","Y","N","Y"
"HOUSE 15","72805815",219,"N","Y","N","N"
"HOUSE 17","72805817",219,"N","Y","N","N"
"HOUSE 18","72805818",219,"N","Y","N","N"
"HOUSE 19","72805819",219,"N","Y","N","N"
"HOUSE 2","72805802",219,"N","Y","N","N"
"HOUSE 20","72805820",219,"N","Y","N","N"
"HOUSE 21","72805821",219,"N","Y","N","N"
"HOUSE 22","72805822",219,"N","Y","N","N"
"HOUSE 23","72805823",219,"N","Y","N","N"
"HOUSE 25","72805825",219,"N","Y","N","N"
"HOUSE 26","72805826",219,"N","Y","N","N"
"HOUSE 27","72805827",219,"N","Y","N","N"
"HOUSE 28","72805828",219,"N","Y","N","N"
"HOUSE 29","72805829",219,"N","Y","N","N"
"HOUSE 3","72805803",219,"N","Y","N","N"
"HOUSE 30","72805830",219,"N","Y","N","N"
"HOUSE 31","72805831",219,"N","Y","N","N"
"HOUSE 32","72805832",219,"N","Y","N","N"
"HOUSE 33","72805833",219,"N","Y","N","N"
"HOUSE 35","72805835",219,"N","Y","N","N"
"HOUSE 36","72805836",219,"N","Y","N","N"
"HOUSE 37","72805837",219,"N","Y","N","N"
